semantic_document_id,glossary_id,document_type,source_schema,source_table,source_column,title,content,tags,content_hash,embedding_model,embedding,active_flag,business_domain,related_tables,related_metrics,example_questions,created_at,updated_at
ce9fa370-92a8-4a54-9a64-ff8a2304962f,,kpi_definition,public,agent_mapa_metrics,,Quote to Bind Rate,"Quote-to-bind rate equals policies_bound_count divided by quotes_count from agent_mapa_metrics. Use nullif(quotes_count, 0) to avoid divide-by-zero. This is a monthly agent performance KPI.","{""agent"",""kpi_definition""}",34930a5387398db46173e74d32d50ccaf88ea80f1708c046dace1044b21bd9d3,text-embedding-3-small,,true,agent,"{""agent_mapa_metrics"",""agents""}","{""quote_to_bind_rate"",""quotes_count"",""policies_bound_count""}","{""Which agents had the highest quote-to-bind rate last quarter?"",""Compare quote-to-bind rate by territory.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
93a41d4c-0244-4ac2-9e77-f6668cb2855f,,kpi_definition,,,,Persistency,"Persistency measures retention. In MAPA rows use retained_policy_count divided by retained_policy_count plus lapsed_policy_count. In policy tables, renewed policies are retained and lapsed policies are not retained.","{""policy"",""kpi_definition""}",d6a635c2fb8856cf862507ea9dc98636488264b2fa41a8c5a173252c6b32ffc6,text-embedding-3-small,,true,policy,"{""agent_mapa_metrics"",""policies""}","{""persistency_rate"",""retained_policy_count"",""lapsed_policy_count""}","{""Which agents have low persistency?"",""What is persistency by product family?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ff29b308-0fa2-4fcc-86ce-f5bf58433f40,,kpi_definition,public,customers,engagement_score,Customer Engagement Score,"Customer engagement score is a synthetic 0 to 100 score stored in customers.engagement_score. It can be analyzed with engagement event counts, campaign interactions, and policy ownership. Higher scores indicate stronger observed engagement.","{""customer"",""kpi_definition""}",f0e1d3ee158424d338199f84363830b99cf682aa64e08d4c0242a706013ab1c3,text-embedding-3-small,,true,customer,"{""customers"",""customer_engagement_events"",""campaign_responses"",""policies""}","{""engagement_score"",""event_count"",""conversion_rate""}","{""Which high-engagement customers do not have active policies?"",""Does engagement score correlate with campaign conversion?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
9fb89de9-a8d3-486f-89ad-d775536d2c2d,,policy_definition,public,policies,policy_status,Policy Status,"Policy lifecycle status is stored in policies.policy_status. Values include quoted, issued, active, cancelled, expired, renewed, and lapsed. For in-force policy counts, use statuses active, issued, or renewed depending on reporting definition.","{""policy"",""policy_definition""}",7577f02bbe71ae2276f6bdaffa05157b542ce67135618d3091d641bc65f3decd,text-embedding-3-small,,true,policy,"{""policies""}","{""active_policy_count"",""lapsed_policy_count"",""renewed_policy_count""}","{""How many active policies do we have?"",""What was lapse count by month?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
a96dc07e-0986-46a9-8c94-639a25d89d73,,policy_definition,public,policies,,Policy Effective Period,"Policy effective_date and expiration_date define the contract coverage period. For point-in-time active policies, filter effective_date <= as_of_date and expiration_date > as_of_date and exclude cancelled/lapsed when appropriate.","{""policy"",""policy_definition""}",d3e5039b65fd4b6d2f7150bfb3cbfc3abb1902362158bc30339121f6b5324e73,text-embedding-3-small,,true,policy,"{""policies""}","{""active_policy_count"",""policy_count""}","{""How many policies were active on 2025-12-31?"",""Show in-force premium by quarter.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
911f965a-bec0-4681-84ae-a79e64fb5ad8,,policy_definition,public,policy_coverages,,Policy Coverage,"Policy coverages provide coverage-level details such as coverage code, name, limits, deductibles, exposure basis, and exposure value. Join policy_coverages to policies on policy_id. policy_coverages.product_id points to the base product for base coverage or a rider product for rider coverage. Use is_rider and rider_tag for rider attachment analytics.","{""policy"",""policy_definition""}",6acc9fedc55cd3caf24ef3229c698fcbdf8f9bc672b065c384cc8ce97eca4489,text-embedding-3-small,,true,policy,"{""policy_coverages"",""policies"",""products""}","{""coverage_count"",""average_limit"",""average_deductible"",""rider_attachment_rate""}","{""What is average coverage limit by product family?"",""Which coverages have high deductibles?"",""Which policies include outpatient riders?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
989f820e-da30-4b46-816f-4c92607301c4,,table_description,public,products,,Products Table,products is the product catalog. Grain is one product component version. Base products have product_component_type = 'base'. Rider products have product_component_type = 'rider' and parent_product_id pointing to the base product. Use rider_category for rider analytics.,"{""product"",""table_description""}",0a38770a04b5574f2ab01295e793806ce3bd43b662fcf92ab6840d0b2656d146,text-embedding-3-small,,true,product,"{""products""}","{""product_count"",""written_premium"",""loss_ratio"",""rider_attachment_rate""}","{""What is premium by line of business?"",""Which rider categories attach most often?"",""Which product families have the most claims?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
b7dbf3d5-515f-4632-bf4d-f2cbc5802f30,,policy_definition,public,products,,Product Riders,"Riders are product components that attach to base policies through policy_coverages. In products, riders have product_component_type = 'rider', parent_product_id referencing the base product, and rider_category describing types such as hospital_cash, outpatient, premium_waiver, early_ci, multipay_ci, accident, legacy, or long_term_care.","{""product"",""policy_definition""}",6f70b49b3414787618dfa04aa3a319d82bbca69324e47a63b16a201978cb89f4,text-embedding-3-small,,true,product,"{""products"",""policy_coverages"",""policies"",""premiums""}","{""rider_count"",""rider_attachment_rate"",""rider_new_business_premium""}","{""Which riders attach most often to PRUShield policies?"",""What is NBP by rider category?"",""Which agents sell the most critical illness riders?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
70c8001c-d39f-44de-96a2-ccac636444e9,,table_description,public,v_policy_rider_tags,,Policy Rider Tag View,"v_policy_rider_tags is a policy-level view for rider attachment. It returns one row per policy with base product, line of business, rider_count, rider_product_codes, rider_tags, has_rider, policy status, dates, annual premium, and written premium. Use it when the user asks whether policies include riders.","{""policy"",""table_description""}",ba724e01af067ad39b141bbf3a0cc2ea785d70a3c005b3a332034a9dd5eb6d69,text-embedding-3-small,,true,policy,"{""v_policy_rider_tags"",""policies"",""policy_coverages"",""products""}","{""rider_count"",""rider_attachment_rate"",""annual_premium"",""written_premium""}","{""Which policies have riders?"",""What is rider attachment rate by base product?"",""Which base products have the most rider tags?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
5ee96d43-c784-430b-b0c8-62103475a4bb,,table_description,public,policies,,Policies Table,"policies is the policy contract header. Grain is one policy. Primary joins: customer_id to customers, agent_id to agents, product_id to products, opportunity_id to opportunities, prior_policy_id to previous policies.","{""policy"",""table_description""}",1e6d387d72202e803ab032839d8d51b31864f3d01d5916024d26ecad016e12da,text-embedding-3-small,,true,policy,"{""policies"",""customers"",""agents"",""products"",""opportunities""}","{""policy_count"",""annual_premium"",""written_premium""}","{""Show policy count by status."",""What is annual premium by agent?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
349e5b66-0d63-4f35-85ea-992049546e29,,table_description,public,premiums,,Premiums Table,premiums stores transaction and earning records. Grain is one premium transaction period for a policy or coverage. Use transaction_date for written premium timing and premium_period_start/end for earning period analysis.,"{""premium"",""table_description""}",a60777185407d13b25671e86bc18f3763e7b091c1efbf965fd57bb16b8a3a8de,text-embedding-3-small,,true,premium,"{""premiums"",""policies"",""policy_coverages""}","{""written_premium"",""earned_premium""}","{""Show written premium by transaction type."",""What is earned premium by month?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
580fad3c-5867-48a5-a2f0-7b2bb0af7345,,table_description,public,payments,,Payments Table,"payments stores billing/payment events. Grain is one payment record for a policy/customer. Use payment_status for paid, failed, reversed, refunded, scheduled, and past_due analysis.","{""billing"",""table_description""}",20bbe7afb272eb9a3c271b82ad9fd0b858fd0be230f2dc863cb62e798e7fad24,text-embedding-3-small,,true,billing,"{""payments"",""policies"",""customers""}","{""billed_amount"",""paid_amount"",""payment_success_rate""}","{""What is past due amount by segment?"",""Show failed payment rate by payment method.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
b06057e9-4a8e-4d07-b442-47af3f96ffe1,,table_description,public,claims,,Claims Table,claims stores claim headers and financials. Grain is one claim. incurred_amount is generated in Postgres as paid_amount plus reserve_amount. Use loss_date for loss timing and report_date for operational reporting.,"{""claims"",""table_description""}",e0760a0eab9dbad0c3795c7f8cf7bc9597f1cfdb2250d0a46eb4bfcd941ae0e3,text-embedding-3-small,,true,claims,"{""claims"",""policies"",""customers"",""policy_coverages""}","{""claim_count"",""paid_amount"",""reserve_amount"",""incurred_amount""}","{""Show claims by loss cause."",""What is average incurred claim by line of business?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
d4f55b55-68ae-4c00-bb51-5e58cdef51a3,,table_description,public,agents,,Agents Table,"agents stores producer records. Grain is one agent. Join to parties for agent name and agency party name. Use channel, territory_code, status, appointment_date, and termination_date for producer analytics.","{""agent"",""table_description""}",69d227ed237df0af6e1be926cb325e0768d8d300a65147481d8c18e1c6ae8c45,text-embedding-3-small,,true,agent,"{""agents"",""parties"",""agent_movements"",""agent_mapa_metrics""}","{""agent_count"",""active_agent_count""}","{""How many active agents are in each territory?"",""Which channels produce the most premium?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
8063e470-40cd-450f-848e-7f4dd5253d5d,,table_description,public,agent_mapa_metrics,,Agent MAPA Metrics Table,"agent_mapa_metrics stores monthly agent activity and production. Grain is one agent per metric_month. Use it for leads, contacts, quotes, applications, bound policies, premium, retention, lapse, claims, and loss ratio.","{""agent"",""table_description""}",c593e75a8d160aae7dca9fd029f4af0c66d93a71372f7098ac76886a07aa9738,text-embedding-3-small,,true,agent,"{""agent_mapa_metrics"",""agents""}","{""leads_count"",""quotes_count"",""quote_to_bind_rate"",""new_business_premium"",""persistency_rate""}","{""Rank agents by new business premium."",""Which agents have high activity but low bind rate?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
543387bc-f765-4413-bac9-e990101d4b3f,,table_description,public,campaigns,,Campaigns Table,"campaigns stores campaign definitions. Grain is one campaign. Use campaign_type, channel, objective, target_line_of_business, dates, budget, and status for marketing performance analysis.","{""campaign"",""table_description""}",97590905b5540ad5c1efc4d87f6bde40e8974c376a1a99cbc8d20d0d82a8e164,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_targets"",""campaign_responses""}","{""campaign_count"",""campaign_budget"",""conversion_rate""}","{""Show campaign budget by channel."",""Which campaign types had the highest conversion rate?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
810e63f3-5575-4d6e-9ef3-3b4b21e0e330,,table_description,public,campaign_targets,,Campaign Targets Table,"campaign_targets stores audience membership. Grain is one targeted customer or lead for a campaign. Use target_status to distinguish selected, sent, suppressed, and excluded audiences.","{""campaign"",""table_description""}",a97efc1d09aeb483d0648f607324da97d42ceeeb87bc742ee7b3e29865153996,text-embedding-3-small,,true,campaign,"{""campaign_targets"",""campaigns"",""customers"",""leads"",""agents""}","{""target_count"",""suppression_rate""}","{""How many customers were targeted by campaign?"",""What suppression reasons are most common?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
29cb144f-cd6f-4505-a567-2f06e7c6765d,,table_description,public,campaign_responses,,Campaign Responses Table,"campaign_responses stores response and conversion events. Grain is one campaign response event. Use response_type and conversion_flag for delivered, opened, clicked, called, quoted, converted, bounced, unsubscribed, or no response analysis.","{""campaign"",""table_description""}",a21779b0b6d0333b8a75adb34bd9f12d3377f4cf794f036f69baea9d4ddc7801,text-embedding-3-small,,true,campaign,"{""campaign_responses"",""campaigns"",""campaign_targets"",""leads"",""opportunities"",""policies""}","{""response_count"",""conversion_count"",""conversion_premium""}","{""Which campaign responses converted to policies?"",""What is conversion premium by campaign?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
10517468-9e9d-4a9d-a7fb-082ae51305e4,,table_description,public,leads,,Leads Table,"leads stores prospective demand before an opportunity. Grain is one lead. Leads may be linked to an existing customer, a party, a campaign, an assigned agent, and a product.","{""sales"",""table_description""}",598e8fc24bdf152698a5683cb5a38f6f825679496f9385a0b0179eb7265b387d,text-embedding-3-small,,true,sales,"{""leads"",""customers"",""campaigns"",""agents"",""products""}","{""lead_count"",""qualified_lead_count"",""lead_score""}","{""How many leads were generated by campaign channel?"",""Which agents have the most qualified leads?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
57ede22b-e6b6-4bb9-858d-e1e33af9a70d,,table_description,public,opportunities,,Opportunities Table,"opportunities stores sales pipeline records. Grain is one opportunity. Join to leads, customers, agents, campaigns, products, and policies. opportunity_stage captures opened, quoted, application, underwriting, bound, lost, or withdrawn.","{""sales"",""table_description""}",0551738edbf4d94b3f77c3c61829f085dfdd6a1cc8613cd7548c29659d8a5840,text-embedding-3-small,,true,sales,"{""opportunities"",""leads"",""customers"",""agents"",""campaigns"",""products"",""policies""}","{""opportunity_count"",""quoted_premium"",""bind_rate""}","{""What is pipeline value by stage?"",""Which campaigns generated bound opportunities?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
0b208c74-0da2-4080-a8bb-1d452734b88b,,table_description,public,customer_engagement_events,,Customer Engagement Events Table,"customer_engagement_events stores timestamped interactions. Grain is one event. Events may link to customer, policy, claim, campaign, and agent. Use channel, event_type, sentiment_score, and metadata for engagement analytics.","{""customer"",""table_description""}",e319c447509d9c6c125b07116e6ce9323d10325da5cd9167f42f2cda1e558405,text-embedding-3-small,,true,customer,"{""customer_engagement_events"",""customers"",""policies"",""claims"",""campaigns"",""agents""}","{""event_count"",""average_sentiment"",""engagement_score""}","{""What engagement channels are most common?"",""Do campaign clicks lead to quote requests?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
b3c0e4d3-4135-4006-aafd-57cee78c8578,,join_path,,,,Customer to Party Join,"Join customers.party_id = parties.party_id to retrieve customer name, email, phone, and party attributes. Do not join parties directly to policies when counting customers; always go through customers.","{""customer"",""join_path""}",569d66443aa17ee9ad8ffb8da4ec6274eb1e8ba750d3fc462231ca5635cb95d5,text-embedding-3-small,,true,customer,"{""customers"",""parties""}","{""customer_count""}","{""Show customer names and engagement scores.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ba33c09e-4f5f-4fda-b002-63481b2f45bb,,join_path,,,,Customer to Address Join,Join customers.party_id = addresses.party_id for customer geography. Filter addresses.is_current = true for current geography. Use address_type = 'primary' for residential/customer location analytics.,"{""customer"",""join_path""}",0726593e899db5738a8c3fd9e02a50d055fa3e6cac9d52d1d2a769f9a0cc4e0b,text-embedding-3-small,,true,customer,"{""customers"",""addresses""}","{""customer_count""}","{""How many customers are in Singapore vs Hong Kong?"",""Show active customers by district/state code.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
c61efb30-649a-4394-979c-146af8d64b75,,join_path,,,,Policy Performance Join,"For policy performance, join policies to customers on customer_id, agents on agent_id, and products on product_id. This gives customer segment, agent territory/channel, and line of business for policy counts and premium.","{""policy"",""join_path""}",fde1551b677bbdc5389af5af47036e04fbc256ed318f73fbbeb6e3ddf91070e1,text-embedding-3-small,,true,policy,"{""policies"",""customers"",""agents"",""products""}","{""policy_count"",""annual_premium"",""written_premium""}","{""What is annual premium by product and agent channel?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
d0aef851-216f-4f37-8016-93a88fe00c7c,,join_path,,,,Premium to Policy Join,"Join premiums.policy_id = policies.policy_id. For product or agent breakdown, continue from policies to products or agents. Do not join premiums to claims at raw row level when calculating loss ratio; aggregate first.","{""premium"",""join_path""}",fc6533dd7fdeed9f70ce8d343fe57df2ad0e974c6f48f1e174b4aabbc2e87e4f,text-embedding-3-small,,true,premium,"{""premiums"",""policies"",""products"",""agents""}","{""written_premium"",""earned_premium""}","{""Show earned premium by product family.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
528d8206-be17-4865-bb78-b9e3a35f5a8d,,join_path,,,,Claims to Premium Loss Ratio Join,"To calculate loss ratio, aggregate claims by policy_id and period, aggregate earned premium by policy_id and the same period, then join the aggregates. Joining raw claims to raw premiums can duplicate premium rows.","{""claims"",""join_path""}",3bbd8913d81e7ec90c7974b215f611639f23740ada9f0813c86e0ff22c4f23e3,text-embedding-3-small,,true,claims,"{""claims"",""premiums"",""policies"",""products""}","{""loss_ratio"",""incurred_amount"",""earned_premium""}","{""What is monthly loss ratio by line of business?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ccdc9bff-0824-465e-a910-15899015de65,,join_path,,,,Campaign Attribution Join,Campaign attribution path is campaigns -> campaign_targets -> campaign_responses -> leads -> opportunities -> policies. campaign_responses may also directly reference policy_id for conversions. Prefer direct policy_id when present.,"{""campaign"",""join_path""}",f8089bc575a777af5af2b14ad8fca405ce2bee9dbb27b19e2cd8fff359f6b01d,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_targets"",""campaign_responses"",""leads"",""opportunities"",""policies""}","{""conversion_rate"",""conversion_premium""}","{""Which campaigns generated policies?"",""What is converted premium by campaign?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
add2d6a1-26d3-45c9-b438-b7749ee58d1f,,join_path,,,,Agent Movement Impact Join,"Join agent_movements to agents on agent_id. To study impact, compare MAPA metrics before and after movement.effective_date. Use metric_month before/after the movement month and group by movement_type.","{""agent"",""join_path""}",4d5b7dfd204a1cba5819ea0f070004c896590c29923e5976d4ae826ea833aff5,text-embedding-3-small,,true,agent,"{""agent_movements"",""agents"",""agent_mapa_metrics""}","{""new_business_premium"",""quote_to_bind_rate"",""persistency_rate""}","{""Did transferred agents improve after movement?"",""How did agency changes affect lapse rates?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
287a8189-ca11-42c7-bbc4-27b078ae5c74,,metric_rule,,,,Written Premium Calculation,Use sum(premiums.written_premium_amount) as written_premium. Filter transaction_date for reporting period. Include negative endorsements/cancellations when measuring net written premium; exclude them only when the user asks for gross written premium.,"{""premium"",""metric_rule""}",cebbb12a5e62560c9c60e656191e4a00466a694d728245655bd56aa424a74fc2,text-embedding-3-small,,true,premium,"{""premiums""}","{""written_premium"",""net_written_premium"",""gross_written_premium""}","{""What is net written premium by month?"",""What is gross new business premium?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ec5cc4b6-c88a-4c28-834e-c39fe6a1eac2,,metric_rule,,,,New Business Premium by Rider,"For rider-tagged NBP, use public.v_new_business_premium_by_rider. It allocates premiums to base products and rider components from premiums.policy_coverage_id joined to policy_coverages.product_id. The view already filters transaction_type = 'new_business'. Group by rider_tag, component_product_code, base_product_code, agent_id, or transaction_month as needed.","{""premium"",""metric_rule""}",81e32dcafb493df2df7495e8b66e29859f8661bb5799d756294c3410f574d14a,text-embedding-3-small,,true,premium,"{""v_new_business_premium_by_rider"",""premiums"",""policy_coverages"",""products"",""policies""}","{""new_business_premium"",""rider_new_business_premium"",""base_new_business_premium""}","{""What is NBP by rider category?"",""Which agents generated the most rider NBP?"",""What share of NBP came from riders vs base policies?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
bd4ac131-1f0a-49f2-89ec-8335e83ae3b2,,metric_rule,,,,Loss Ratio Calculation,"Use sum(claims.paid_amount + claims.reserve_amount) / nullif(sum(premiums.earned_premium_amount), 0). Aggregate claims and premium at the requested grain before joining. Format as percentage for UI display.","{""claims"",""metric_rule""}",45252aeb4d29619446969627463e23c7d1a2bfa16b7abe1db0795e3f98b5aa52,text-embedding-3-small,,true,claims,"{""claims"",""premiums"",""policies""}","{""loss_ratio"",""incurred_amount"",""earned_premium""}","{""Show loss ratio by product family."",""Which line has the highest loss ratio?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
46ecac35-2e93-4e29-995a-806ad3c48eb9,,metric_rule,,,,Campaign ROI Calculation,"Campaign ROI proxy equals conversion_premium minus budget_amount divided by budget_amount. Use sum(campaign_responses.conversion_premium) and campaigns.budget_amount. This is a synthetic marketing ROI proxy, not IFRS profit.","{""campaign"",""metric_rule""}",26b4d6d999d28d5d31c8a65d1c00726f6714f919cd19465d62f9fbfe72460de3,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_responses""}","{""campaign_roi"",""conversion_premium"",""budget_amount""}","{""Which campaigns had the best ROI?"",""Show ROI by campaign channel.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ccc8dc25-28df-4e07-a33c-ac81bd77bd96,,metric_rule,,,,Policy In Force Calculation,"A policy is in force on an as-of date when effective_date <= as_of_date, expiration_date > as_of_date, and policy_status in ('active','issued','renewed'). Exclude cancelled and lapsed unless explicitly requested.","{""policy"",""metric_rule""}",30be535ff44af322bd585e850576a451b0bb8500bed6c562f4c2af958b3ecc78,text-embedding-3-small,,true,policy,"{""policies""}","{""in_force_policy_count"",""active_policy_count""}","{""How many policies were in force at year end?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
